date,title,overall_rating,employee_details,pros,cons,ratings_breakup,outlook
13-Jul-18,"""Amazon Review""",3,Current Employee - Anonymous Employee,"Large company, room for growth, relocation opportunities",To big and too focused on growth,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
2-Aug-18,"""Worst Conditions in Warehouse""",1,Former Employee - Fulfillment Associate,"Pay
Excess hours
Nothing
Making me write words","Working conditions
12 hour days
Short lunches
Short breaks
Micromanagement
Unachievable goals
Unable to use bathroom","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
2-Aug-18,"""Corrupt, Nepotistic, and too much politics""",1,"Former Employee - Shift Manager, Logistics","good pay, nice bonus first 2 years
4 days on 3 days off (except peak when they staff you even though it is unnecessary so long as each manager can do their job and handle their business. )","HR - will side with associates over management regardless the issue, management is always the bad guy
Nepotism - depending on your general manager there can be ridiculous amounts of favoritism and only promoting those loyal to you regardless of the ability to do the job
Political - Their principles Ownership and have a backbone are just words on a wall, nobody takes ownership rather its the blame game and … 
Show More","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
28-Jun-18,"""Review""",5,Current Employee - Anonymous Employee,"Great employees, good hours good managers",Not enough long lunch,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
9-Jul-18,"""Senior Leaders Are The Problem!""",2,Former Employee - Area Manager II,#NAME?,#NAME?,"[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
12-Jul-18,"""For the money""",2,Current Employee - Anonymous Employee,"Pay, 2 day work days. Get paid every week.","Managers push numbers, your day will either go good or bad depending on your pallets. Get some comfortable shoes because standing 10 hours to work are no joke.","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
13-Jul-18,"""Good for experience""",2,Former Employee - Anonymous Employee,Looks great on your resume for future endeavors,"They work you to the bone.
Don’t pay enough.
Communication is terrible.

Injury’s happen left and right","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '1.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
10-Jul-18,"""AWS Talent Acquisition""",3,Former Employee - Anonymous Employee,Business is rapidly growing globally with lots of hiring needs,Hiring practices are bias and not inclusive to diverse communities. expect to work long hours with no of limited resources and cut throat leadership,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
10-Jul-18,"""Amazonian""",3,Current Employee - ICQA,"Night Shift, 4 ten hr shifts, stocks, benefits","Rate, mandatory overtime, 5th day mandatory during peak","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
12-Jul-18,"""Amazon""",3,Current Employee - Anonymous Employee,A lot of freedom in the decision when you can leave work if you have need some personal time or have an emergency and the benefits are awesome.,"It's physically exhausting, management doesn't always make the best calls.","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
12-Jul-18,"""Dock worker""",3,Current Employee - Anonymous Employee,Only real positive is a 4 day work week so I can spend the most time with my kid while still working full time,There are too many to list,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
12-Jul-18,"""Good Company, Ineffective Management""",3,Former Employee - Anonymous Employee,"Solid hours, with plenty opportunity for overtime/extra time. Good help and leadership from peers, NOT managers.","Incompetent management, hot working conditions. Any time a complaint was made to management, all they could do was pass the buck to HR. I couldn't even get an employment verification done on site.","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
1-Aug-18,"""Ugh""",1,Former Employee - Warehouse Associate,Benefits and some more words since I couldnt submit it without extra stuff,"Long hours, boring, loud, hot, not worth the pay","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
1-Aug-18,"""Hate this job!""",1,Former Employee - Order Picker,Benefits are cheap & you’re getting a check.,"They ask for hard work but only care about the customer. When going through what they call training you will be told your goal is one number. Then when working it’s a different story. The breaks are a joke! 30 min lunches and we were told to clock out at the nearest time-clock meaning I had to use about 6mins my mediocre 30min break to even get to the lunch room and fight for my food. They do offer a second lunch … 
Show More","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
27-Jun-18,"""Category Manager""",4,Current Employee - Anonymous Employee,"there is opportunity for ownership, invent, scale","no work life balance
aggressive goals","[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
27-Jun-18,"""Picker""",4,Current Employee - Anonymous Employee,"Money is good, 3 day schedule",Long tiring 12 hours,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
9-Jul-18,"""Good atmosphere""",3,Current Employee - Warehouse Associate,#NAME?,#NAME?,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '1.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
9-Jul-18,"""A mixed bag""",3,Former Employee - Anonymous Employee,"Very competent, customer-focused company that does a lot of things right. Quite fast-paced, which can be exciting.","Can be very stressful. The flip side of being obsessed with customers is being not obsessed about employee happiness. Burn-out is very common. You never really feel that the company actually cares about you, but instead you feel that you are expendable.","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
11-Jul-18,"""Seasonal Sales Associate""",3,Former Employee - Anonymous Employee,"Few hours working
Easy job","Hours constantly change
Can’t get a schedule change","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
11-Jul-18,"""Product manager II""",3,Current Employee - Anonymous Employee,Great opportunity to develop well rounded skills,Bad work and life balance,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
11-Jul-18,"""Innovative Company""",3,Current Employee - Anonymous Employee,Learn a lot and get exposure to various different fields,Management is very aggressive and politics like any other job.,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
31-Jul-18,"""Company is great...MVP apprentice program is lacking direction, organization, integrity, accountability and fair wages.""",1,Current Employee - Apprentice,"The company and culture is great, pay is a little lower than competitors (regular employees). Bring your dog, Nerf gun, and beer to work.","MVP apprentice program is a terrible mess. Everyone's hands are tied to fix it, pay is extremely low for the area (even with clearance and experience). You must adhere to company core values that aren't reciprocated by the program.","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
24-Jun-18,"""Company is great, Leaders aren't""",4,Current Employee - Senior Human Resources Assistant,"*Competitive pay and good benefits
*Growing company open to change and innovation
*Inclusive","*Lack of development from above. They say ""own your own development"" but that is such a cop out for managers to not be invested in your growth.
*Operations is not a fun place to work. Leadership is so stressed all the time and thinking of themselves and how they are going to look good.
*Peak season (from Thanksgiving - Christmas day) prepare for overtime. Lot's of overtime.","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
21-Jun-18,"""Amazon - Best Company to Start Your Career""",4,Current Employee - Program Manager,"Independence, you learn how to deal with ambiguity, there are endless opportunities for self-development, strong emphasis on leadership principles, focus on objective data can make any employee regardless of level be heard, great overall compensation","Managers are solely hired based on IC performance (lack leadership skills), the company has little to no interest in employee well-being, very limited contributions to society, very hierarchical (escalations can turn over well-planned roadmaps), CEO does not understand the balance between directing teams towards problems and making them sick and churn from stressful escalations","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
11-Jul-18,"""Ok temporarily""",2,Current Employee - Anonymous Employee,"Good health insurance and pto/vacation, raise every six months, you get stocks after 2 years",Constantly hiking rates up and expecting people to produce more and more for the same amount of pay. Pay raises end once you've been there three years. No real rewards for their long term employees. Promotions only given out to their favorite employees,"[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
11-Jul-18,"""The conditions are rough""",2,Current Employee - Picker,The managers try to ask you how you're doing,Conditions are pretty horrendous and hours are long.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
